Date,Open,High,Low,Close,Adj Close,Volume
2011-02-01,35.630001,36.590000,33.680000,36.060001,36.060001,41716000
2011-03-01,36.220001,38.250000,36.090000,37.160000,37.160000,45246300
2011-04-01,37.349998,40.430000,36.200001,39.200001,39.200001,43367300
2011-05-01,39.400002,42.439999,38.910000,41.200001,41.200001,42281900
2011-06-01,41.150002,42.419998,39.549999,41.930000,41.930000,41800100
2011-07-01,41.849998,43.130001,37.570000,37.759998,37.759998,39887800
2011-08-01,38.009998,38.590000,34.369999,38.480000,38.480000,51587800
2011-09-01,38.389999,39.040001,36.349998,38.779999,38.779999,44639800
2011-10-01,38.509998,40.250000,36.340000,37.450001,37.450001,42764500
2011-11-01,36.889999,37.790001,34.650002,36.529999,36.529999,37316900
2011-12-01,36.610001,40.060001,36.540001,39.480000,39.480000,30947900
2012-01-01,39.869999,39.980000,36.509998,38.820000,38.820000,34099600
2012-02-01,38.910000,41.770000,37.730000,38.049999,38.049999,38974300
2012-03-01,38.169998,40.259998,37.360001,40.209999,40.209999,50475500
2012-04-01,40.230000,41.029999,38.250000,40.580002,40.580002,46807200
2012-05-01,40.459999,42.049999,39.590000,41.259998,41.259998,51272800
2012-06-01,40.810001,43.880001,40.500000,43.750000,43.750000,43907700
2012-07-01,43.610001,45.840000,42.340000,45.580002,45.580002,29141900
2012-08-01,45.689999,45.849998,44.459999,44.810001,44.810001,23218600
2012-09-01,44.770000,45.520000,43.430000,44.529999,44.529999,30131900
2012-10-01,44.459999,45.299999,42.459999,42.849998,42.849998,33296500
2012-11-01,42.880001,44.959999,42.250000,44.849998,44.849998,29211400
2012-12-01,45.009998,46.060001,43.580002,44.180000,44.180000,21440300
2013-01-01,44.799999,45.990002,44.119999,45.070000,45.070000,23277300
2013-02-01,45.360001,46.369999,42.099998,43.619999,43.619999,42709300
2013-03-01,43.619999,47.029999,43.290001,46.950001,46.950001,40006300
2013-04-01,46.900002,50.290001,45.740002,48.830002,48.830002,32454300
2013-05-01,48.660000,50.369999,45.970001,45.980000,45.980000,28033000
2013-06-01,46.110001,47.650002,44.700001,45.930000,45.930000,26641800
2013-07-01,46.209999,48.310001,45.799999,46.740002,46.740002,22164100
2013-08-01,47.049999,47.650002,44.480000,44.759998,44.759998,23599800
2013-09-01,45.009998,46.110001,43.900002,44.820000,44.820000,27190700
2013-10-01,44.779999,47.869999,43.180000,47.349998,47.349998,38120100
2013-11-01,47.450001,49.230000,46.980000,48.259998,48.259998,18226300
2013-12-01,48.470001,49.150002,47.060001,48.720001,48.720001,20780500
2014-01-01,48.860001,49.860001,47.279999,47.880001,47.880001,29169000
2014-02-01,47.880001,52.660000,46.880001,52.110001,52.110001,47543700
2014-03-01,51.840000,54.590000,51.130001,54.459999,54.459999,40363900
2014-04-01,54.389999,55.590000,50.980000,55.419998,55.419998,45596600
2014-05-01,55.500000,58.160000,55.070000,57.700001,57.700001,24235400
2014-06-01,57.759998,60.500000,56.820000,58.580002,58.580002,33819900
2014-07-01,58.750000,61.919998,58.070000,58.759998,58.759998,35287600
2014-08-01,58.779999,63.009998,58.580002,62.919998,62.919998,32328600
2014-09-01,62.820000,65.430000,61.759998,64.309998,64.309998,29234200
2014-10-01,64.230003,69.879997,60.650002,69.250000,69.250000,40370100
2014-11-01,69.089996,74.279999,68.839996,74.000000,74.000000,28899700
2014-12-01,72.839996,73.980003,69.389999,71.680000,71.680000,31957200
2015-01-01,71.680000,80.040001,70.779999,77.269997,77.269997,29370300
2015-02-01,77.430000,81.449997,76.150002,78.790001,78.790001,31039600
2015-03-01,78.930000,79.980003,74.809998,78.480003,78.480003,31228800
2015-04-01,78.610001,79.980003,74.230003,74.580002,74.580002,31261800
2015-05-01,74.830002,78.470001,74.720001,76.639999,76.639999,21402100
2015-06-01,76.730003,77.070000,72.580002,72.900002,72.900002,20708400
2015-07-01,73.309998,80.410004,73.160004,80.220001,80.220001,23170900
2015-08-01,80.339996,83.570000,72.000000,76.730003,76.730003,26690100
2015-09-01,75.519997,79.269997,75.089996,79.050003,79.050003,23573500
2015-10-01,78.949997,90.949997,78.010002,89.370003,89.370003,27932400
2015-11-01,89.820000,90.949997,85.500000,89.750000,89.750000,25007900
2015-12-01,90.160004,95.260002,89.410004,93.199997,93.199997,27144400
