Date,Open,High,Low,Close,Adj Close,Volume
2011-02-01,64.529999,65.139999,62.560001,63.419998,63.419998,169952600
2011-03-01,63.689999,65.330002,62.049999,64.410004,64.410004,155291700
2011-04-01,64.870003,69.940002,64.470001,68.889999,68.889999,112344300
2011-05-01,69.239998,71.889999,68.459999,71.120003,71.120003,129381000
2011-06-01,70.580002,70.870003,67.459999,70.430000,70.430000,144358800
2011-07-01,70.080002,70.750000,63.549999,64.040001,64.040001,168592300
2011-08-01,64.220001,65.480003,60.099998,64.430000,64.430000,284855800
2011-09-01,64.379997,64.879997,59.250000,61.900002,61.900002,232660100
2011-10-01,61.590000,63.619999,58.500000,62.950001,62.950001,180767300
2011-11-01,62.110001,66.650002,61.560001,64.000000,64.000000,166212200
2011-12-01,64.269997,66.779999,63.830002,66.349998,66.349998,106578400
2012-01-01,66.860001,67.190002,64.129997,65.669998,65.669998,120704200
2012-02-01,65.989998,66.980003,62.330002,62.939999,62.939999,213830000
2012-03-01,63.049999,66.500000,62.150002,66.349998,66.349998,138520100
2012-04-01,66.260002,66.860001,64.639999,66.000000,66.000000,120469200
2012-05-01,65.919998,69.339996,65.680000,67.849998,67.849998,186868900
2012-06-01,67.019997,70.660004,66.660004,70.660004,70.660004,132167300
2012-07-01,70.339996,72.940002,68.459999,72.730003,72.730003,123402100
2012-08-01,72.790001,73.660004,71.089996,72.430000,72.430000,117388900
2012-09-01,72.550003,72.680000,69.959999,70.769997,70.769997,106262700
2012-10-01,70.699997,71.470001,68.230003,69.239998,69.239998,117614900
2012-11-01,69.250000,70.639999,67.720001,70.209999,70.209999,100168400
2012-12-01,70.320000,70.889999,67.389999,68.430000,68.430000,98276000
2013-01-01,69.180000,73.459999,68.639999,72.849998,72.849998,120185200
2013-02-01,73.080002,76.330002,70.980003,75.769997,75.769997,122822500
2013-03-01,75.550003,79.269997,75.370003,79.110001,79.110001,108962100
2013-04-01,78.760002,84.320000,78.250000,82.470001,82.470001,123909700
2013-05-01,82.360001,84.779999,80.699997,80.769997,80.769997,92016900
2013-06-01,80.669998,83.190002,78.199997,81.790001,81.790001,112685400
2013-07-01,81.959999,87.059998,80.290001,83.540001,83.540001,111819000
2013-08-01,84.040001,85.430000,78.610001,79.730003,79.730003,93237000
2013-09-01,80.480003,82.940002,78.320000,79.500000,79.500000,92056100
2013-10-01,79.379997,85.500000,78.669998,84.089996,84.089996,109417600
2013-11-01,84.150002,86.730003,83.830002,84.459999,84.459999,79017100
2013-12-01,84.430000,84.519997,79.959999,82.940002,82.940002,99693900
2014-01-01,82.930000,83.989998,79.900002,80.360001,80.360001,102347400
2014-02-01,80.349998,81.849998,77.010002,80.070000,80.070000,143431700
2014-03-01,79.169998,83.800003,79.099998,83.500000,83.500000,118964900
2014-04-01,83.070000,87.000000,81.989998,85.889999,85.889999,116138500
2014-05-01,86.000000,88.480003,84.949997,88.330002,88.330002,76849900
2014-06-01,88.120003,90.239998,86.709999,89.339996,89.339996,82689300
2014-07-01,89.120003,93.089996,88.070000,88.099998,88.099998,91149100
2014-08-01,87.709999,93.510002,87.459999,92.489998,92.489998,90996100
2014-09-01,92.620003,94.209999,90.580002,93.089996,93.089996,86888800
2014-10-01,92.669998,96.739998,89.820000,96.169998,96.169998,126693700
2014-11-01,95.940002,100.699997,95.500000,100.099998,100.099998,75409800
2014-12-01,98.559998,100.570000,92.430000,94.559998,94.559998,94377400
2015-01-01,94.930000,99.000000,92.940002,93.779999,93.779999,112244100
2015-02-01,93.860001,100.760002,93.599998,98.980003,98.980003,101093700
2015-03-01,98.980003,99.300003,92.239998,95.620003,95.620003,111295500
2015-04-01,95.160004,97.639999,93.260002,95.120003,95.120003,95859000
2015-05-01,95.160004,98.440002,94.760002,96.430000,96.430000,77534900
2015-06-01,96.589996,96.589996,92.540001,93.339996,93.339996,91637600
2015-07-01,93.800003,97.489998,93.550003,96.349998,96.349998,107146700
2015-08-01,96.190002,100.610001,76.480003,93.599998,93.599998,126539500
2015-09-01,91.120003,94.400002,90.430000,94.300003,94.300003,103747800
2015-10-01,94.199997,103.440002,92.529999,102.190002,102.190002,111076700
2015-11-01,102.139999,102.580002,97.650002,100.160004,100.160004,76117100
2015-12-01,100.110001,101.699997,96.809998,99.919998,99.919998,92363000
